Driver_ID,Age,Experience_Years,Average_Speed,Harsh_Braking_Count,Night_Driving_Hours,Distance_Per_Day,Mobile_Usage_Time,Traffic_Violations,Accident_History,Driving_Score,Risk_Level,Insurance_Premium
DRV01991,59,12,58.5,2,4.0,16.2,10.9,2,2,55,Medium,13470.59
DRV01992,31,12,44.3,1,6.8,32.2,28.4,3,2,32,High,19920.53
DRV01993,70,15,49.8,0,4.1,41.0,11.1,0,1,95,Low,6406.77
DRV01994,48,23,32.3,4,5.3,60.6,4.0,0,1,83,Low,7984.43
DRV01995,37,19,73.4,0,3.0,30.5,8.0,0,2,80,Medium,11024.52
DRV01996,28,9,62.3,6,1.8,44.2,1.0,0,1,75,Low,7708.74
DRV01997,19,0,56.0,0,5.2,46.6,9.5,2,0,66,Medium,11851.18
DRV01998,26,2,43.7,10,1.5,72.0,5.0,0,3,46,High,18878.67
DRV01999,21,0,54.1,1,2.9,35.7,7.8,0,3,54,High,19548.4
DRV02000,68,0,74.4,2,1.0,24.5,4.9,1,4,36,High,21453.62
DRV02001,28,2,37.7,7,2.1,32.4,8.2,1,1,62,Medium,13333.09
DRV02002,56,1,60.4,5,1.2,34.0,17.7,0,0,78,Low,8297.86
DRV02003,19,0,51.4,2,9.3,15.3,6.1,0,2,50,Medium,14181.9
DRV02004,60,3,55.1,4,1.0,28.9,12.6,1,1,63,Medium,12854.85
DRV02005,35,7,48.2,1,3.8,33.8,5.7,1,1,79,Low,7776.8
DRV02006,62,22,66.2,4,2.2,72.0,24.7,0,0,88,Low,6301.69
DRV02007,35,10,58.3,4,0.6,99.3,8.4,0,0,88,Low,6177.98
DRV02008,58,36,47.9,6,1.2,44.2,6.9,0,0,93,Low,6011.63
DRV02009,24,6,82.7,1,2.3,54.7,10.0,3,0,61,Medium,12964.5
DRV02010,27,2,81.4,4,0.7,20.9,3.8,2,0,65,Medium,13252.8
DRV02011,20,1,58.8,0,1.7,38.6,1.1,0,1,84,Low,8219.29
DRV02012,66,4,33.7,0,5.1,15.3,6.4,0,3,55,High,18237.1
DRV02013,50,8,74.3,0,2.6,45.0,2.3,0,0,96,Low,5896.69
DRV02014,38,4,85.8,2,1.9,50.4,12.9,0,0,72,Medium,10595.82
DRV02015,47,28,67.2,0,0.5,55.3,19.8,0,0,99,Low,5691.1
DRV02016,50,32,39.4,0,1.9,37.5,7.7,3,0,93,Medium,11658.97
DRV02017,48,22,43.5,2,5.0,43.0,7.0,0,0,90,Low,5972.88
DRV02018,66,10,50.7,0,3.0,58.2,9.7,1,4,52,High,19798.79
DRV02019,36,14,63.9,0,2.7,61.0,10.4,1,0,88,Low,6142.0
DRV02020,43,19,26.8,5,3.9,65.3,7.4,0,0,85,Low,5769.07
DRV02021,23,2,48.5,0,2.8,60.2,17.4,0,0,86,Low,6453.2
DRV02022,23,3,52.3,1,4.1,72.0,8.0,0,1,67,Medium,11970.32
DRV02023,59,28,67.3,0,0.5,101.9,6.7,0,0,99,Low,5090.03
DRV02024,19,0,73.2,3,0.9,64.4,5.8,0,2,65,Medium,14579.84
DRV02025,26,5,70.7,1,4.7,42.5,6.1,0,1,78,Low,8116.83
DRV02026,53,13,41.0,3,1.6,36.4,3.4,0,0,98,Low,4828.1
DRV02027,33,7,58.8,0,0.8,39.7,3.8,3,4,29,High,20875.99
DRV02028,35,3,38.8,13,2.6,59.9,8.2,0,0,61,Medium,11914.86
DRV02029,56,24,66.0,2,2.1,66.1,1.5,3,0,77,Medium,11274.54
DRV02030,24,1,43.1,2,5.8,75.2,2.9,1,1,56,Medium,12939.07
DRV02031,39,2,43.5,4,7.2,61.3,4.8,0,0,73,Medium,11681.41
DRV02032,20,2,31.1,2,2.1,32.9,13.0,1,2,57,Medium,14939.0
DRV02033,18,0,81.5,4,1.2,103.7,2.3,0,0,75,Low,8682.94
DRV02034,22,0,61.5,0,4.9,44.9,23.3,1,1,59,Medium,14276.63
DRV02035,18,0,68.8,10,6.8,57.6,11.7,1,1,35,High,18447.78
DRV02036,64,20,66.9,4,4.0,28.8,17.6,0,1,70,Medium,12107.02
DRV02037,32,4,64.2,5,3.3,53.0,28.2,1,0,63,Medium,12026.56
DRV02038,23,5,55.3,4,2.8,34.6,1.6,0,1,79,Low,7486.06
DRV02039,42,14,77.0,2,3.4,68.8,4.5,1,1,68,Medium,11638.11
DRV02040,26,2,35.3,2,1.8,57.3,4.7,0,0,86,Low,6381.96
DRV02041,51,28,96.2,1,0.9,49.3,18.7,0,0,76,Low,5896.22
DRV02042,22,0,59.5,0,6.2,44.2,5.0,1,0,67,Medium,11941.18
DRV02043,33,2,56.3,0,3.5,42.0,6.7,0,0,87,Low,7076.32
DRV02044,36,0,74.0,12,2.5,57.7,13.8,0,0,52,Medium,12500.21
DRV02045,18,0,51.7,17,3.0,54.4,8.8,1,0,36,High,18197.5
DRV02046,37,19,61.5,18,0.5,63.2,3.0,0,0,67,Medium,9660.08
DRV02047,20,1,50.7,0,1.9,38.2,5.8,1,0,83,Low,7448.75
DRV02048,62,21,51.3,3,1.0,58.1,1.2,0,0,100,Low,5197.67
DRV02049,21,2,36.8,3,2.4,19.2,7.0,1,3,44,High,19283.23
DRV02050,47,7,72.0,13,9.5,64.0,16.1,0,1,34,High,18354.17
DRV02051,68,47,69.3,7,2.4,6.7,14.7,0,0,82,Low,5741.53
DRV02052,60,5,57.6,10,1.7,57.7,21.6,0,1,53,Medium,12846.47
DRV02053,18,0,43.0,2,1.6,73.9,12.9,1,0,76,Low,9224.6
DRV02054,69,37,48.3,8,6.0,42.5,7.9,0,1,77,Low,7884.54
DRV02055,60,40,48.8,0,1.6,30.0,9.4,0,0,97,Low,5860.68
DRV02056,55,9,52.6,7,4.6,57.5,13.3,4,0,41,High,16953.34
DRV02057,68,7,44.8,0,2.1,13.3,2.3,0,0,99,Low,6701.52
DRV02058,57,32,91.8,7,0.1,76.7,11.4,1,0,66,Medium,12311.04
DRV02059,54,3,60.2,8,5.3,11.6,8.0,1,0,65,Medium,12362.04
DRV02060,51,7,25,15,10,50.0,3.5,1,0,39,High,16918.26
DRV02061,44,6,58.1,16,2.4,18.7,13.5,1,0,40,High,17038.23
DRV02062,62,40,47.1,2,2.1,54.9,12.4,0,0,99,Low,5340.38
DRV02063,68,36,45.3,5,4.7,15.2,3.5,0,2,72,Medium,11177.96
DRV02064,24,1,42.1,2,1.7,70.2,11.7,0,0,88,Low,7947.61
DRV02065,66,16,56.8,1,6.0,84.4,16.5,0,2,68,Medium,11916.42
DRV02066,68,14,61.1,0,3.7,72.9,7.0,1,0,88,Low,5801.4
DRV02067,28,7,25,0,5.7,37.4,3.1,1,0,83,Low,6719.21
DRV02068,30,5,51.8,6,1.3,47.5,14.6,3,0,58,Medium,13489.37
DRV02069,68,36,68.1,15,2.2,90.6,14.1,1,0,56,Medium,11525.63
DRV02070,61,13,99.0,2,1.5,43.2,3.6,3,0,59,Medium,12588.4
DRV02071,41,17,49.9,0,0.5,93.2,5.3,0,0,100,Low,4791.22
DRV02072,58,35,69.5,13,1.0,68.7,15.6,0,0,62,Medium,10648.74
DRV02073,40,9,49.3,0,2.8,44.2,6.0,0,1,81,Low,7463.71
DRV02074,49,27,58.8,2,0.7,31.6,17.8,0,1,92,Low,6974.36
DRV02075,23,0,35.9,4,6.4,45.2,3.3,0,0,75,Low,8021.03
DRV02076,46,4,67.7,0,4.6,63.3,16.6,0,0,81,Low,6688.56
DRV02077,47,10,65.3,15,4.1,18.6,16.7,0,2,27,High,18353.88
DRV02078,53,30,56.0,1,1.8,27.7,8.6,0,0,100,Low,5180.28
DRV02079,65,21,51.1,5,0.9,44.4,3.6,1,0,93,Low,6258.03
DRV02080,24,0,49.2,0,4.1,64.3,13.1,0,1,74,Medium,12094.34
DRV02081,28,5,40.8,4,1.1,74.7,11.3,0,0,91,Low,6808.28
DRV02082,58,19,61.4,5,2.0,101.9,4.1,2,0,76,Medium,11205.0
DRV02083,23,0,81.8,6,2.1,26.8,16.5,0,0,66,Medium,12541.34
DRV02084,52,1,61.1,9,2.3,47.1,16.6,0,0,72,Medium,12135.13
DRV02085,37,4,79.6,0,5.1,114.8,17.8,0,0,74,Medium,10477.39
DRV02086,46,10,37.6,16,0.8,59.0,21.1,1,0,46,High,15551.47
DRV02087,47,13,75.0,1,6.4,43.4,2.6,0,3,61,High,16389.17
DRV02088,54,29,61.8,5,5.4,44.4,10.3,0,1,77,Low,7833.8
DRV02089,54,33,36.1,0,2.5,28.1,3.1,1,1,86,Low,6628.76
DRV02090,56,8,35.8,10,5.2,55.1,38.7,0,0,44,High,16108.42
DRV02091,51,22,64.6,1,4.5,38.9,10.3,1,0,87,Low,6920.81
DRV02092,43,22,59.2,9,1.6,85.8,13.1,2,3,36,High,18975.42
DRV02093,35,10,25,4,1.0,60.0,8.9,1,1,77,Low,8713.23
DRV02094,39,9,50.4,2,2.3,31.4,6.8,0,2,63,Medium,12092.56
DRV02095,58,36,57.0,3,6.7,21.3,7.2,0,1,82,Low,6968.83
DRV02096,44,21,78.2,1,3.4,45.4,4.8,0,2,73,Medium,11618.42
DRV02097,46,20,44.0,7,3.0,9.9,1.2,0,0,88,Low,6018.91
DRV02098,30,3,53.9,1,1.6,20.4,12.1,0,0,89,Low,6707.86
DRV02099,29,3,112.8,0,7.7,98.0,6.4,0,1,46,High,16991.02
DRV02100,36,14,70.0,0,1.1,74.8,5.6,0,1,89,Low,6519.51
DRV02101,33,11,52.2,2,1.0,68.3,4.4,0,3,66,High,17338.92
DRV02102,48,25,36.8,0,3.7,73.7,12.5,0,1,89,Low,6696.89
DRV02103,44,10,83.6,0,1.2,55.2,5.1,0,0,90,Low,6760.81
DRV02104,40,7,40.1,1,2.1,5,12.1,3,0,70,Medium,12185.6
DRV02105,49,31,60.5,4,4.5,15.5,15.4,0,0,86,Low,5789.98
DRV02106,54,24,49.7,7,0.7,5,7.9,1,0,89,Low,6438.53
DRV02107,64,4,81.2,0,0.6,38.2,4.6,0,0,87,Low,6782.91
DRV02108,25,6,60.6,4,5.0,56.6,23.8,1,2,43,High,18227.15
DRV02109,42,20,52.0,7,1.6,40.6,3.8,0,0,84,Low,5474.92
DRV02110,50,14,48.0,1,2.9,26.7,5.9,0,0,100,Low,4895.82
DRV02111,53,9,67.7,0,4.7,54.0,2.4,0,0,94,Low,6049.57
DRV02112,44,22,41.5,1,5.9,61.8,8.1,0,1,88,Low,6988.26
DRV02113,34,14,70.6,9,2.9,76.0,9.2,0,2,52,Medium,13096.64
DRV02114,69,44,54.0,1,3.0,29.8,1.9,0,1,90,Low,6453.28
DRV02115,27,8,52.4,0,4.0,70.7,14.1,0,0,85,Low,7152.01
DRV02116,22,4,61.9,1,5.5,45.8,0.7,1,3,47,High,19411.52
DRV02117,48,27,44.4,0,3.0,37.3,35.0,1,4,45,High,20150.48
DRV02118,33,11,52.0,7,4.1,31.2,11.4,0,0,77,Low,6691.31
DRV02119,18,0,25,1,0.5,52.5,2.9,0,0,94,Low,7839.69
DRV02120,53,23,55.6,2,1.2,15.8,8.1,0,0,100,Low,5516.14
DRV02121,18,0,55.7,0,3.6,41.1,1.8,0,0,87,Low,6693.86
DRV02122,32,11,53.9,0,3.0,34.4,15.2,2,0,79,Medium,11587.46
DRV02123,38,19,89.9,5,1.7,5,6.9,1,1,63,Medium,11472.94
DRV02124,28,0,54.8,0,1.9,72.0,21.3,0,2,66,Medium,13977.4
DRV02125,67,39,61.5,6,7.0,5,11.9,1,0,74,Medium,11165.26
DRV02126,42,24,84.5,1,3.2,25.3,14.6,0,1,72,Medium,11406.09
DRV02127,35,8,54.4,0,3.2,44.6,18.0,0,0,94,Low,6564.53
DRV02128,53,27,61.1,5,2.1,65.9,10.4,2,3,47,High,19426.92
DRV02129,50,20,33.7,0,2.3,22.7,3.1,0,1,97,Low,6019.3
DRV02130,35,17,85.0,8,1.2,50.1,5.5,3,0,55,Medium,12357.95
DRV02131,39,9,48.8,3,9.6,43.9,2.8,3,2,37,High,18613.46
DRV02132,61,16,42.5,2,2.5,29.1,12.2,3,0,70,Medium,11235.07
DRV02133,48,25,62.8,2,2.9,41.2,10.9,0,0,97,Low,5333.89
DRV02134,46,27,73.8,10,3.3,39.1,12.3,0,0,69,Medium,10691.77
DRV02135,34,14,60.2,1,0.1,5,46.9,4,0,53,Medium,13070.44
DRV02136,39,19,35.4,1,3.9,62.7,1.3,0,3,71,High,16978.77
DRV02137,56,15,33.1,1,1.0,67.9,3.4,2,0,94,Medium,9848.96
DRV02138,60,26,51.8,0,2.0,63.7,7.5,0,1,94,Low,6770.97
DRV02139,31,13,35.7,6,2.6,61.3,5.9,2,0,76,Medium,10484.19
DRV02140,24,1,50.3,4,3.1,36.3,11.4,1,0,70,Medium,12093.22
DRV02141,62,19,39.8,1,2.5,87.2,8.6,0,0,100,Low,5461.84
DRV02142,53,33,61.9,11,3.5,59.8,1.6,1,1,54,Medium,12591.19
DRV02143,56,33,58.7,2,1.2,33.1,10.8,2,0,88,Medium,10476.65
DRV02144,32,13,44.6,3,6.9,8.8,4.0,2,0,67,Medium,11244.75
DRV02145,45,9,70.1,8,3.1,66.5,8.4,1,0,59,Medium,11304.61
DRV02146,65,24,83.4,0,3.2,43.6,8.9,0,3,62,High,17293.07
DRV02147,29,10,29.0,1,4.4,37.7,19.1,1,0,78,Low,8179.72
DRV02148,29,3,66.1,6,8.3,44.4,5.4,0,1,52,Medium,12626.06
DRV02149,26,7,62.2,6,1.3,81.5,3.9,1,3,46,High,19138.3
DRV02150,44,16,35.5,4,10,22.3,14.3,0,0,64,Medium,9765.3
DRV02151,22,2,62.0,6,1.9,23.6,9.1,2,4,20,High,22562.41
DRV02152,37,8,25,1,4.8,42.9,4.9,0,2,72,Medium,12309.16
DRV02153,52,21,47.3,4,0.4,69.5,8.4,1,0,89,Low,7056.42
DRV02154,61,17,74.2,0,2.6,41.6,12.5,0,3,70,High,17220.62
DRV02155,33,0,53.9,11,3.2,31.3,7.5,0,0,60,Medium,11589.48
DRV02156,53,4,81.3,11,2.3,56.5,9.1,0,0,62,Medium,11958.05
DRV02157,46,15,71.8,0,2.1,83.3,12.9,0,1,76,Low,6247.35
DRV02158,40,15,50.1,3,2.2,66.5,5.1,0,1,87,Low,6848.24
DRV02159,50,23,86.4,1,0.7,5.5,6.9,0,1,82,Low,6801.66
DRV02160,69,3,89.7,5,4.5,30.0,14.3,0,1,50,Medium,13682.93
DRV02161,41,15,54.2,0,4.4,67.3,1.2,0,0,100,Low,5426.95
DRV02162,41,21,64.2,11,6.8,36.5,5.9,0,1,45,High,14821.84
DRV02163,45,7,50.5,6,3.8,92.2,11.3,1,1,56,Medium,13134.37
DRV02164,55,36,61.5,10,3.0,50.1,2.6,1,2,52,Medium,13524.86
DRV02165,23,4,63.5,13,1.0,42.0,18.3,0,1,47,High,16901.89
DRV02166,30,3,38.4,2,1.3,26.4,11.1,0,0,93,Low,7443.7
DRV02167,27,0,61.2,8,5.3,15.0,6.0,0,0,60,Medium,11550.6
DRV02168,53,34,42.5,3,4.9,18.1,7.2,1,0,80,Low,6228.13
DRV02169,50,9,68.1,1,2.7,55.2,7.9,0,2,79,Medium,11221.21
DRV02170,48,2,81.3,4,1.0,50.5,19.6,0,2,54,Medium,14589.67
DRV02171,68,10,91.1,1,2.3,55.2,9.8,0,1,66,Medium,12420.83
DRV02172,49,29,43.8,1,1.6,78.7,19.2,0,2,72,Medium,10762.76
DRV02173,50,4,93.8,4,6.4,83.4,8.7,0,0,62,Medium,11469.51
DRV02174,67,13,73.0,2,0.3,57.0,5.8,2,3,46,High,18811.48
DRV02175,63,8,70.0,4,0.6,46.5,18.4,1,1,56,Medium,11839.18
DRV02176,22,2,46.6,0,1.3,22.5,26.5,0,2,64,Medium,13421.51
DRV02177,62,34,51.0,3,4.6,19.5,6.7,2,0,84,Medium,11392.44
DRV02178,38,17,62.7,1,2.3,36.7,3.0,0,0,100,Low,5178.08
DRV02179,31,4,48.5,5,2.7,46.2,9.8,0,1,71,Medium,12269.29
DRV02180,19,0,57.4,1,2.3,65.6,8.3,0,1,81,Low,8962.5
DRV02181,43,7,51.1,0,1.6,48.6,6.9,0,0,100,Low,6337.99
DRV02182,37,0,50.3,5,1.7,47.1,8.7,1,1,60,Medium,12200.56
DRV02183,22,3,50.2,1,3.3,45.1,6.7,1,0,80,Low,8203.95
DRV02184,65,25,46.0,2,1.7,47.9,20.7,0,0,100,Low,5761.1
DRV02185,30,4,75.2,3,2.0,22.9,8.1,0,4,41,High,19623.9
DRV02186,44,20,67.1,5,2.4,46.2,15.9,1,1,68,Medium,10810.98
DRV02187,42,16,59.8,6,0.6,70.8,25.8,0,1,72,Medium,11281.97
DRV02188,63,38,43.4,10,2.3,37.1,2.2,1,0,82,Low,6446.87
DRV02189,19,0,54.9,1,1.8,77.0,1.4,0,0,87,Low,7194.55
DRV02190,54,21,63.9,6,4.0,39.3,5.9,0,0,87,Low,6128.89
DRV02191,65,44,33.6,13,2.2,53.6,29.1,0,0,56,Medium,11138.34
DRV02192,36,10,47.9,4,7.6,39.1,11.2,0,2,50,Medium,12907.69
DRV02193,23,5,88.1,0,2.8,35.1,15.6,1,0,68,Medium,12147.03
DRV02194,65,15,70.3,27,3.7,52.9,13.4,2,1,20,High,19439.78
DRV02195,27,8,61.3,0,3.5,63.9,7.2,0,4,55,High,19019.72
DRV02196,26,6,69.7,4,3.7,32.6,10.6,0,0,82,Low,6455.2
DRV02197,35,2,92.2,2,3.8,24.8,8.2,2,0,51,Medium,13571.26
DRV02198,24,4,65.4,5,2.9,34.0,4.0,2,0,73,Medium,12005.58
DRV02199,60,33,85.4,5,3.2,24.4,9.6,1,3,41,High,18768.2
DRV02200,48,17,50.5,0,1.7,43.5,2.7,1,1,92,Low,6492.59
DRV02201,28,2,40.7,3,4.2,65.4,8.1,0,0,80,Low,6984.35
DRV02202,31,13,25,2,2.6,12.2,24.5,4,1,48,High,18071.6
DRV02203,61,30,84.9,3,7.4,50.4,20.5,0,1,63,Medium,11572.4
DRV02204,45,24,65.5,0,3.2,18.4,5.1,0,1,90,Low,5975.35
DRV02205,37,17,42.7,4,4.2,57.0,27.5,1,0,69,Medium,11102.59
DRV02206,26,6,43.1,1,6.5,52.1,10.0,0,0,82,Low,6819.24
DRV02207,69,2,63.0,0,1.2,68.3,4.8,0,3,65,High,18208.22
DRV02208,41,14,58.4,9,6.2,51.4,9.1,0,1,59,Medium,11257.5
DRV02209,23,3,49.0,0,3.0,46.7,7.3,1,0,85,Low,7109.48
DRV02210,19,0,55.2,7,1.5,25.8,19.9,0,0,66,Medium,12461.47
DRV02211,34,4,80.7,4,1.2,94.5,10.5,2,2,43,High,18570.36
DRV02212,29,2,47.0,0,1.6,75.0,9.4,1,2,72,Medium,13612.5
DRV02213,37,4,51.2,9,1.5,32.9,5.6,2,0,65,Medium,12870.15
DRV02214,69,32,61.2,2,2.3,66.9,11.2,0,0,100,Low,5862.3
DRV02215,63,41,39.2,4,1.0,19.4,11.8,0,3,63,High,16809.98
DRV02216,63,22,48.9,4,0.9,84.3,16.2,0,1,83,Low,7168.73
DRV02217,31,11,76.2,0,2.7,83.4,13.2,3,0,61,Medium,11693.2
DRV02218,54,2,61.2,9,3.0,74.1,15.1,1,0,55,Medium,12626.23
DRV02219,24,4,31.1,6,2.7,45.5,7.2,1,0,70,Medium,12066.04
DRV02220,45,23,48.4,4,0.5,28.3,4.9,0,0,99,Low,5951.16
DRV02221,61,34,50.0,3,5.7,53.8,6.7,2,0,79,Medium,11134.92
DRV02222,54,25,59.2,1,3.8,84.0,4.9,1,2,73,Medium,12476.6
DRV02223,54,22,46.7,2,2.8,83.8,7.3,0,0,100,Low,5494.14
DRV02224,23,0,44.3,11,2.4,14.6,7.7,0,1,58,Medium,14394.33
DRV02225,31,4,73.3,3,4.0,35.0,2.7,1,0,68,Medium,11181.01
DRV02226,64,1,57.8,7,1.2,31.6,20.0,1,0,60,Medium,12360.05
DRV02227,41,20,64.5,19,7.0,44.1,4.5,0,2,29,High,17213.29
DRV02228,41,20,65.2,1,6.1,44.4,17.0,3,2,45,High,18836.5
DRV02229,31,11,69.3,2,3.6,43.7,20.2,1,0,74,Medium,10659.44
DRV02230,39,12,25,0,1.4,68.8,8.8,2,0,87,Medium,10978.24
DRV02231,33,8,44.6,2,2.1,73.9,1.6,0,0,100,Low,6271.84
DRV02232,59,37,65.5,1,4.1,27.0,5.6,1,0,90,Low,6594.7
DRV02233,39,5,68.3,0,2.3,47.7,5.1,0,0,94,Low,7157.69
DRV02234,44,19,53.7,9,3.9,72.5,9.5,0,0,80,Low,6346.64
DRV02235,65,5,48.8,0,2.2,54.9,5.1,1,1,84,Low,8249.17
DRV02236,44,22,25,0,3.7,47.1,1.7,0,0,100,Low,5400.76
DRV02237,26,8,36.1,2,0.9,67.2,6.4,1,0,82,Low,6427.33
DRV02238,48,6,58.6,19,8.9,44.5,11.0,0,0,39,High,16330.68
DRV02239,56,18,36.6,0,2.3,22.2,2.7,1,0,100,Low,5549.04
DRV02240,46,2,29.5,2,3.1,47.6,14.0,0,2,60,Medium,12643.74
DRV02241,53,23,93.6,4,4.0,53.8,4.4,0,0,69,Medium,9849.54
DRV02242,67,16,63.1,19,1.5,50.0,2.3,0,0,58,Medium,10908.34
DRV02243,46,8,42.6,0,5.1,41.9,21.4,1,1,77,Low,8070.57
DRV02244,55,23,73.9,2,0.9,39.1,11.3,1,0,93,Low,5944.03
DRV02245,26,3,73.6,3,1.5,24.5,6.5,1,1,57,Medium,12094.73
DRV02246,21,3,60.7,6,2.7,31.5,10.1,2,0,67,Medium,13009.17
DRV02247,42,20,79.2,7,0.6,73.5,1.4,0,1,80,Low,6684.49
DRV02248,18,0,47.4,0,5.1,58.8,0.8,1,0,86,Low,8643.29
DRV02249,22,4,50.6,0,6.5,48.0,5.7,0,0,81,Low,7852.96
DRV02250,18,0,74.7,0,7.9,5,9.0,0,0,69,Medium,11414.33
DRV02251,40,18,47.5,0,1.1,25.2,0.9,0,2,84,Medium,10138.31
DRV02252,29,5,71.8,3,1.9,18.6,7.7,1,0,79,Low,7658.89
DRV02253,36,15,86.8,2,3.0,99.6,16.9,0,2,62,Medium,13244.57
DRV02254,61,24,77.9,12,0.8,79.6,7.7,0,0,72,Medium,9953.88
DRV02255,51,8,53.2,8,4.0,104.7,21.2,1,0,57,Medium,12043.69
DRV02256,49,31,63.8,0,10,29.9,9.9,0,3,53,High,17671.04
DRV02257,30,5,75.4,1,0.5,84.6,18.6,1,1,69,Medium,12164.77
DRV02258,24,2,63.3,5,0.2,45.8,17.9,0,0,77,Low,7162.47
DRV02259,41,13,79.9,7,1.6,51.5,5.2,1,0,63,Medium,10231.26
DRV02260,55,17,87.0,1,1.0,22.8,2.3,1,0,88,Low,5982.19
DRV02261,34,6,48.4,8,3.1,17.1,3.7,0,0,80,Low,6937.62
DRV02262,51,9,59.5,3,3.7,64.6,1.7,0,2,72,Medium,12666.99
DRV02263,47,16,61.8,2,1.5,8.2,10.1,0,3,66,High,17023.36
DRV02264,31,12,52.4,12,1.1,20.9,3.7,1,0,67,Medium,11341.04
DRV02265,22,3,81.7,5,3.6,41.2,7.3,0,0,68,Medium,11737.14
DRV02266,34,14,44.4,9,5.3,63.5,11.0,0,1,62,Medium,11133.01
DRV02267,64,42,73.4,1,0.7,72.4,4.7,0,1,97,Low,6974.7
DRV02268,63,8,52.3,4,3.1,54.5,0.4,0,0,88,Low,6673.56
DRV02269,27,9,63.2,10,2.3,16.6,5.7,0,1,64,Medium,11656.52
DRV02270,25,5,62.3,8,6.8,91.9,3.9,1,0,60,Medium,11973.01
DRV02271,31,12,50.3,1,4.0,35.2,16.8,1,1,66,Medium,11159.22
DRV02272,51,32,89.1,2,0.6,78.5,3.1,0,1,84,Low,7734.04
DRV02273,32,8,82.0,3,0.5,85.2,4.7,0,2,62,Medium,13273.78
DRV02274,46,0,55.3,0,2.0,63.8,18.2,0,0,81,Low,7432.64
DRV02275,64,31,57.3,0,2.4,74.6,0.8,0,3,83,High,17026.37
DRV02276,53,9,88.4,6,4.5,91.0,12.1,2,0,52,Medium,12380.85
DRV02277,48,17,64.8,0,1.8,8.6,12.6,0,0,100,Low,4663.32
DRV02278,45,18,71.6,9,2.5,83.1,1.4,0,0,81,Low,6442.16
DRV02279,34,6,77.4,5,3.8,47.7,2.7,1,4,29,High,20202.61
DRV02280,27,4,59.6,1,1.6,53.3,2.6,0,0,95,Low,6058.65
DRV02281,42,8,44.2,0,2.6,27.1,7.0,4,0,65,Medium,12210.54
DRV02282,34,5,68.8,3,1.4,56.0,19.6,2,0,62,Medium,11946.18
DRV02283,43,14,41.3,2,3.7,60.3,11.5,1,0,69,Medium,10195.4
DRV02284,22,4,42.3,21,0.4,82.1,11.1,0,0,47,High,17061.19
DRV02285,56,0,50.0,2,2.3,22.8,2.7,1,0,82,Low,7791.39
DRV02286,36,5,57.9,1,4.2,23.2,5.5,0,0,87,Low,5500.98
DRV02287,24,6,83.4,9,1.7,31.2,12.8,1,1,36,High,17126.3
DRV02288,39,15,61.8,0,2.9,82.9,7.6,0,0,100,Low,5377.2
DRV02289,25,0,66.5,2,2.7,9.4,4.1,1,0,75,Low,8072.23
DRV02290,35,11,44.9,4,6.1,29.5,4.4,0,0,85,Low,6632.97
DRV02291,61,39,92.1,4,1.5,83.2,17.8,0,3,44,High,18519.0
DRV02292,50,26,58.1,5,2.2,41.6,4.5,0,3,69,High,16422.15
DRV02293,55,18,76.6,9,1.8,5,4.0,0,2,53,Medium,11697.52
DRV02294,66,22,33.9,6,5.8,23.6,14.5,1,1,55,Medium,11102.74
DRV02295,65,5,40.1,6,1.6,85.5,37.3,1,1,49,High,17693.53
DRV02296,41,7,48.9,4,3.7,53.2,25.2,0,2,51,Medium,13180.34
DRV02297,19,0,30.6,1,2.4,64.0,4.5,2,1,68,Medium,14522.59
DRV02298,33,13,47.0,5,0.5,35.9,4.8,3,2,52,Medium,14119.31
DRV02299,42,6,79.5,1,7.2,112.9,8.1,2,0,56,Medium,12104.29
DRV02300,36,12,35.4,1,10,55.1,18.6,2,3,32,High,19461.32
DRV02301,68,36,48.8,1,4.3,35.2,9.6,1,1,82,Low,7847.24
DRV02302,51,16,43.1,3,3.0,33.4,5.3,0,1,83,Low,7895.48
DRV02303,51,13,60.1,6,2.2,43.9,14.0,0,1,76,Low,7730.77
DRV02304,51,30,44.4,0,0.8,82.8,16.3,0,0,100,Low,6192.63
DRV02305,43,3,71.5,0,3.1,24.3,12.6,3,3,37,High,21022.58
DRV02306,31,3,25,2,2.2,48.6,12.0,1,1,71,Medium,12190.4
DRV02307,19,1,56.0,13,3.4,75.9,15.5,0,0,61,Medium,12796.25
DRV02308,32,4,30.8,2,2.7,43.5,14.7,0,0,84,Low,7255.72
DRV02309,29,8,60.1,0,2.9,49.2,10.1,1,1,76,Low,8939.79
DRV02310,23,3,38.7,5,3.2,49.4,5.5,0,0,77,Low,7334.24
DRV02311,65,37,60.3,0,4.3,63.7,26.6,0,1,80,Low,7090.77
DRV02312,41,5,67.5,0,1.1,99.0,14.6,0,0,83,Low,5948.05
DRV02313,33,11,67.5,1,2.8,28.4,3.1,1,2,69,Medium,11867.39
DRV02314,31,2,66.9,14,4.1,50.2,11.5,0,0,51,Medium,12845.96
DRV02315,52,8,49.6,4,2.4,9.6,10.7,1,0,79,Low,7281.44
DRV02316,40,9,33.3,0,3.3,40.8,24.4,2,1,55,Medium,12755.26
DRV02317,35,10,48.8,2,0.9,31.7,10.9,2,0,78,Medium,10980.35
DRV02318,35,4,30.5,0,2.2,22.9,7.3,0,0,88,Low,6355.18
DRV02319,39,10,48.0,11,1.0,38.2,17.6,0,0,68,Medium,10334.72
